employer,emp_count,median_salary,mean_salary,total_payroll
Trillium Lakelands District School Board,909,132541.06,128836.48418041805,117112364.12
Trillium Network For Advanced Manufacturing,1,144441.08,144441.08,144441.08
Trinity College,32,127183.86,140294.0521875,4489409.67
Tropicana Community Services Organization,3,117259.48,116562.49333333333,349687.48
True Patriot Love Foundation,6,126725.925,171670.18,1030021.08
Tungasuvvingat Inuit,5,125454.77,132960.126,664800.63
Turning Point Youth Services,5,119268.15,123889.976,619449.88
Two Rivers Community Development Centre,1,151403.57,151403.57,151403.57
Twoplugs Inc,1,120000.0,120000.0,120000.0
Ukrainian Canadian Care Centre,6,115555.985,113882.42666666668,683294.56
Unemployed Help Centre Of Windsor,2,116895.18,116895.18,233790.36
Union Of Ontario Indians,1,112957.78,112957.78,112957.78
Unionville Home Society,8,120812.875,137948.29125,1103586.33
Unison Health and Community Services,28,145160.965,165875.06535714286,4644501.83
Unite Here Local 75,2,135000.0,135000.0,270000.0
United Brotherhood Of Carpenters And Joiners Of America Local 2486,3,105685.0,112788.0,338364.0
United Counties Of Leeds And Grenville,59,117361.57,121005.59237288137,7139329.95
United Counties Of Prescott And Russell,114,111986.9,118656.86429824561,13526882.53
"United Counties Of Stormont, Dundas And Glengarry",15,120672.3,133908.51466666666,2008627.72
United For Literacy,4,131930.935,143817.06,575268.24
United Mennonite Home For The Aged,6,119091.84,126039.64000000001,756237.8400000001
Unity Health Toronto,2851,116235.5,124598.9849280954,355231706.03
Universite De L’Ontario Francais,50,124949.0,142631.14,7131557.0
University Health Network,3879,116700.0,126956.34978602732,492463680.82
University Of Guelph,1311,148152.8,157305.93032036614,206228074.65
University Of Ottawa,2244,160342.1,164561.53466131905,369276083.78
University Of St. Michael’s College,38,146070.345,157171.36289473684,5972511.79
University Of Sudbury,2,171057.665,171057.665,342115.33
University Of Toronto,6872,143076.0,163159.43541618163,1121231640.18
University Of Waterloo,2245,152047.92,163925.40419153677,368012532.41
University Of Western Ontario,1874,155462.73,164741.23444503738,308725073.35
University Of Windsor,891,145466.61,152353.42114478117,135746898.24
Université De Hearst,21,133492.08,133438.21476190476,2802202.51
Upper Canada District School Board,1578,132857.14500000002,130138.29124841571,205358223.59
Upper Canada Leger Centre For Education And Training,5,116429.7,121871.94000000002,609359.7000000001
Upper Grand District School Board,2029,132319.05,128788.19056185313,261311238.65
Upper Thames River Conservation Authority,18,117201.7,123224.875,2218047.75
Upstream Ottawa Community Mental Health Support,1,112338.98,112338.98,112338.98
Urban Rez Solutions Social Enterprise,2,101281.68,101281.68,202563.36
VHA Health and Home Support,6,140471.0,148173.83333333334,889043.0
Valley Manor Inc,6,117078.45,115448.77666666667,692692.66
Valoris for Children And Adults Of Prescott Russell,31,112125.52,117692.05419354839,3648453.68
Vanier Community Service Centre,6,110511.73000000001,116148.23333333334,696889.4
Variety Village,3,114233.02,139400.70333333334,418202.11
Vaughan Community Health Centre Corporation,7,147775.64,188663.7642857143,1320646.35
Vector Institute,68,128907.72,153128.50455882354,10412738.31
Venture Ontario,5,133122.94,145480.632,727403.16
Venturelab Innovation Centre,11,117636.04,149275.86545454545,1642034.52
Vibrant Healthcare Alliance,6,127926.45499999999,154510.58833333335,927063.53
Victim Assistance Services Of Oxford County,1,111349.9,111349.9,111349.9
Victim Services Haldimand Norfolk New Credit,2,107779.4,107779.4,215558.8
Victim Services Of Durham Region,1,116500.0,116500.0,116500.0
Victim Services Of Peel,3,107151.1,117786.48,353359.44
Victim Services Of York Region Incorporated,1,110263.87,110263.87,110263.87
Victim Services Toronto,3,127173.7,138994.63333333333,416983.9
Victim Services of Kenora & Area,1,106186.8,106186.8,106186.8
Victoria University,71,129921.48,142360.26704225352,10107578.959999999
Victoria Village Inc,7,115151.24,123885.00857142858,867195.06
Victorian Order Of Nurses For Canada - Ontario Branch,62,115288.88,119620.68790322581,7416482.65
Villa Colombo Homes For The Aged,21,116989.28,127801.30142857143,2683827.33
Villa Colombo Seniors Centre (Vaughan) Inc,3,117499.2,113428.90000000001,340286.7
Villa Leonardo Gambin,3,122192.9,119717.32333333332,359151.97
Villa Marconi,6,104575.265,107965.80333333334,647794.8200000001
Village Of Burk’s Falls,3,107752.87,112870.44,338611.32
Village Of Merrickville-Wolford,3,124896.0,129375.66666666667,388127.0
Village Of Point Edward,5,125293.66,121708.644,608543.22
Village Of South River,1,125275.0,125275.0,125275.0
Village Of Sundridge,3,102926.18,107793.7,323381.1
Village Of Westport,2,120880.19,120880.19,241760.38
Vineland Research and Innovation Centre,20,127103.125,133545.25400000002,2670905.08
Violence Against Women Services Elgin County,1,112011.2,112011.2,112011.2
Vision 74 Inc,6,114057.035,115686.96333333333,694121.78
Vision Loss Rehabilitation Canada,5,158302.29,162891.63999999998,814458.2
Vista Centre Brain Injury Services,2,110542.5,110542.5,221085.0
Vita Community Living Services Of Toronto Inc,9,124718.02,125662.52222222222,1130962.7
Vitanova Foundation,1,114495.83,114495.83,114495.83
Voice Found,1,105456.0,105456.0,105456.0
Volunteer Centre Of Toronto,1,112258.0,112258.0,112258.0
Waasegiizhig Nanaandawe’iyewigamig,17,120516.4,126879.4794117647,2156951.15
Wabano Centre For Aboriginal Health Inc,8,122592.475,163812.995,1310503.96
Wabun Tribal Council,1,106028.28,106028.28,106028.28
Walkerton Clean Water Centre,6,113954.105,125562.395,753374.37
Warden Woods Community Centre,2,123021.675,123021.675,246043.35
Waterloo Catholic District School Board,1439,133270.91,130755.61641417652,188157332.02
Waterloo Region District School Board,3643,132734.84,129707.931147406,472525993.17
Waubetek Business Development Corporation,2,117187.53,117187.53,234375.06
Wauzhushk Onigum Nation,1,102896.19,102896.19,102896.19
Waypoint Centre For Mental Health Care,349,120521.66,141088.58011461317,49239914.46
Wayside House Of Hamilton,2,123665.85500000001,123665.85500000001,247331.71000000002
Weechi-it-te-win Family Services Inc,1,112942.43,112942.43,112942.43
Weeneebayko Area Health Authority,107,141910.73,149455.49028037384,15991737.459999999
Welland Heritage Council and Multicultural Centre,1,130105.42,130105.42,130105.42
Welland Public Library Board,1,143655.4,143655.4,143655.4
Wellfort Community Health Services,19,139429.17,151635.0889473684,2881066.69
Wellington Catholic District School Board,463,136834.43,132912.25196544276,61538372.66
Wellington-Dufferin-Guelph Health Unit,35,125565.3,140372.48142857142,4913036.85
Wellkin-Child and Youth Mental Wellness,1,139822.59,139822.59,139822.59
Wendat Community Programs,1,146438.51,146438.51,146438.51
Wesley Urban Ministries Inc,5,117392.37,123937.146,619685.73
West Elgin Community Health Centre,8,148883.4,178837.86625,1430702.93
West Haldimand General Hospital,25,117675.5,119571.3064,2989282.66
West Nipissing Community Health Centre (CSCNO-WNCHC),6,130466.70999999999,179522.04333333333,1077132.26
West Nipissing General Hospital,36,114544.19,125911.94527777779,4532830.03
West Parry Sound Health Centre,106,120421.965,125599.14858490566,13313509.75
West Toronto Community Health Services,21,135000.0,160327.8638095238,3366885.14
Western Ottawa Community Resource Centre,3,129706.49,127078.05333333334,381234.16000000003
Westover Treatment Centre,1,122618.64,122618.64,122618.64
Wesway Inc,1,126165.88,126165.88,126165.88
White Ribbon,3,143100.0,146833.33333333334,440500.0
Wiigwas Elder And Senior Care,11,121817.8,120143.49272727272,1321578.42
Wikwemikong Nursing Home,4,115682.825,120874.5925,483498.37
Wikwemikong Tribal Police Service,3,111722.84,117304.20666666667,351912.62
Wilfrid Laurier University,793,154158.36,157465.20611601515,124869908.45
William Osler Health System,2022,117266.905,123437.72122156281,249591072.31
William W Creighton Youth Services,2,108000.43,108000.43,216000.86
Willowbridge Community Services Inc.,1,166443.0,166443.0,166443.0
Winchester District Memorial Hospital,50,117141.845,124607.0822,6230354.11
Windmill Microlending,8,150869.12,153503.36375,1228026.91
Windsor Essex Community Health Centre,29,126331.09,146536.54965517242,4249559.94
Windsor Public Library Board,3,119474.05,119363.58333333333,358090.75
Windsor Regional Hospital,1198,117024.66,122854.83212854757,147180088.89
Windsor-Essex Catholic District School Board,1169,133081.15,132369.38465355005,154739810.66
Windsor-Essex Children’s Aid Society,78,113025.88,120558.98307692308,9403600.68
Windsor-Essex County Health Unit,23,124009.06,138023.03826086957,3174529.88
Wine Marketing Association Of Ontario,3,150493.59,143475.87666666668,430427.63
Wingham And District Hospital,28,116098.11499999999,116931.67107142857,3274086.79
Women and Children’s Shelter (Barrie),1,118923.13,118923.13,118923.13
Women’s Centre (Grey and Bruce) Inc,1,111442.5,111442.5,111442.5
Women’s College Hospital,255,113314.11,127179.6634117647,32430814.169999998
Women’s Crisis Services Of Waterloo Region,2,126842.285,126842.285,253684.57
Women’s Enterprise Skills Training Of Windsor Inc,1,128854.4,128854.4,128854.4
Women’s Habitat Of Etobicoke,1,100000.0,100000.0,100000.0
Women’s Health In Womens Hands,6,134282.20500000002,141474.21,848845.26
Women’s Hostels Incorporated,2,110832.5,110832.5,221665.0
Women’s Interval Home Of Sarnia Lambton Inc,1,118579.43,118579.43,118579.43
Women’s Place Of South Niagara Inc,1,139540.19,139540.19,139540.19
Women’s Place St Catharines and District Inc,2,120114.92499999999,120114.92499999999,240229.84999999998
Women’s Resources Of Kawartha Lakes,1,115627.2,115627.2,115627.2
Women’s Shelter Second Stage Housing And Counselling Services Of Huron,1,105708.85,105708.85,105708.85
Woodgreen Community Services,24,134373.86000000002,154993.77291666667,3719850.55
Woodgreen Red Door Family Shelter,5,117254.79,129467.906,647339.53
Woodstock And District Developmental Services,1,107478.94,107478.94,107478.94
Woodstock Hospital,229,112132.5,118198.12013100437,27067369.51
Woodview Mental Health And Autism Services,2,121412.0,121412.0,242824.0
Woolwich Community Health Centre,12,150344.58000000002,163285.58083333334,1959426.97
Workers Health and Safety Centre,39,119658.97,126632.47615384616,4938666.57
Workforce Development Board Windsor Essex,1,113380.0,113380.0,113380.0
Working For Change,1,108689.31,108689.31,108689.31
Workplace Safety And Insurance Appeals Tribunal,80,133661.305,141221.34125,11297707.3
Workplace Safety And Insurance Board,2580,112543.22,122166.08739534885,315188505.48
Workplace Safety North,42,135700.52500000002,130732.47214285715,5490763.83
Workplace Safety and Prevention Services,78,114964.91500000001,125079.70448717948,9756216.95
Woundpedia,1,125625.0,125625.0,125625.0
Wounds Canada Plaies Canada,1,120000.0,120000.0,120000.0
YES Employment Services Inc (Nipissing),3,119494.0,126327.0,378981.0
YMCA Of Greater Toronto,85,122523.61,147004.5705882353,12495388.5
YMCA Of Hamilton/Burlington/Brantford,12,160699.235,169471.3866666667,2033656.6400000001
YMCA Of Northeastern Ontario,5,116238.52,128881.51600000002,644407.5800000001
YMCA Of Simcoe/Muskoka,6,145605.68,156375.54833333334,938253.29
YWCA Peterborough Haliburton,2,113171.5,113171.5,226343.0
YWCA Toronto,4,116273.42,136828.685,547314.74
Yee Hong Centre For Geriatric Care,62,119629.45499999999,133784.52338709676,8294640.45
Yes Employment Services (Thunder Bay),1,107374.72,107374.72,107374.72
Ymca Of Three Rivers (Midwestern Ontario),15,118184.64,133315.40466666667,1999731.07
Yor-Sup-Net Support Service Network,4,117342.975,127949.70749999999,511798.82999999996
York Catholic District School Board,3001,133575.59,132899.01438853715,398829942.18
York Hills Centre For Children Youth And Families,5,134470.77,131824.042,659120.21
York Region District School Board,7327,132933.1,129386.36289067831,948013880.9
York University,2711,159321.11,173237.03144227221,469645592.24
Yorktown Family Services,6,121374.205,128996.27166666667,773977.63
Youth Employment Services (YES),8,115761.03,151146.61375000002,1209172.9100000001
Youth Habilitation Quinte Inc,2,127855.07999999999,127855.07999999999,255710.15999999997
Youth Opportunities Unlimited,3,102732.8,113934.93666666666,341804.81
Youth Resources Niagara,1,117778.0,117778.0,117778.0
Youth Services Bureau of Ottawa,23,114087.2,118076.58260869565,2715761.4
Youthdale Treatment Centres,10,138491.76,157283.74599999998,1572837.46
Youturn Youth Support Services,1,116911.54,116911.54,116911.54
Y’s Owl MacLure Cooperative Centre Inc,1,102485.0,102485.0,102485.0
Zone 6 Regional Tourism Organization,3,124451.82,124486.58,373459.74
iGaming Ontario,47,131017.43,138854.22425531916,6526148.54
